id,Item_Outlet_Sales
0,1551.5148839254355
1,1365.5801027758703
2,500.65934640146014
3,2445.974908394628
4,5365.301392716625
5,1681.0323536718156
6,545.1759541676084
7,1938.004644444175
8,1422.5458858041404
9,2911.859584418536
10,1744.9015091316267
11,1298.1235468885495
12,548.4843662247531
13,1913.4047010825054
14,825.4343762407213
15,2062.1210666352486
16,2922.2680098726323
17,2633.6873460548113
18,2657.294691390253
19,433.72970231509163
20,2614.6009863384115
21,3211.082066399329
22,767.6417764698465
23,390.5980410647511
24,2636.7424932928134
25,553.8667017012966
26,814.67555610486
27,2368.0659662128537
28,3452.0024583828736
29,1785.9911696875108
30,-6.928007926660199
31,2692.407452896225
32,477.48216055171787
33,5322.598184741291
34,2431.9351216726636
35,5280.488709842142
36,1939.0244587874392
37,406.44141128754103
38,2922.8753677277487
39,2555.7872167152673
40,1814.7627769126818
41,398.2520778219204
42,2656.3848671066885
43,1838.7676718598357
44,553.8667017012966
45,1692.3529574102627
46,146.43775765388574
47,2740.0861461651903
48,3510.4892783661403
49,1886.801384299088
50,882.9738805453466
51,1552.7858414788084
52,2661.7672025832317
53,1942.4812062932785
54,4562.260506379425
55,2900.2579736807065
56,2631.211618280677
57,679.2344696831018
58,661.5414063226058
59,1338.6287895843554
60,2101.0977546747276
61,3216.464401875872
62,3351.956764505527
63,1505.8521230498093
64,2043.6603360842357
65,2376.188294203867
66,2459.561536924142
67,3830.3345889828843
68,2614.6009863384115
69,3175.739649933838
70,2639.1498085361895
71,2558.464813483133
72,1672.5248954624706
73,3476.6435878533757
74,3435.167082558076
75,2445.9375466686765
76,311.3307667816932
77,2059.7240169396814
78,585.8545255220047
79,2070.766914254705
80,2176.245567351408
81,1243.792601718198
82,1435.2991125437363
83,2855.286375230621
84,2617.305411506956
85,1743.8816947883624
86,3192.3502818761035
87,3169.205878358328
88,657.1491949915678
89,495.27701092491674
90,2386.4832336554473
91,5263.878077899877
92,2548.6176975929106
93,1239.2628283210377
94,1903.5043235140786
95,766.6219621265824
96,2117.9331304995253
97,1839.7874862031
98,2648.590575453902
99,1159.874817117487
100,1811.1412566083573
101,1514.04145651543
102,2492.971326303689
103,1882.1941695283142
104,433.72970231509163
105,5519.486879207787
106,591.2368609985482
107,792.2829059403489
108,1373.174948360508
109,3223.086796476837
110,446.77251672824195
111,2859.0062122679387
112,170.15522008002557
113,5359.919057240081
114,1386.3245701409421
115,2555.7872167152673
116,851.073496222807
117,1371.1472902808791
118,1514.04145651543
119,1672.843020206195
120,3982.5680145043416
121,718.2113524623015
122,1366.522475745521
123,1328.3142640994765
124,2950.4207837207105
125,4551.244723070213
126,1793.919002345479
127,420.6286263800155
128,1465.7360504919338
129,1570.2591853849442
130,2391.152000165475
131,1738.8249534426902
132,1700.4397180553508
133,232.77709096242165
134,1162.4306718964556
135,418.47579426605796
136,431.4196658066963
137,1112.0501311674782
138,227.39475548587822
139,2089.951877863619
140,428.0962544824224
141,657.1491949915678
142,1474.8134305261212
143,2117.9331304995253
144,1402.4979450441665
145,1886.801384299088
146,2135.155906795524
147,4562.260506379425
148,1632.8523848138925
149,1517.3836208121247
150,1810.3707983503607
151,3452.0024583828736
152,304.02806040435667
153,3745.71159834408
154,2170.3735152512045
155,2067.346766091077
156,536.5299118084317
157,1008.2665964066406
158,1180.5710318671577
159,935.2414252673274
160,2454.1792014475986
161,2653.577869117611
162,3209.0532210910933
163,2661.2619206532254
164,1007.2467820633765
165,401.0590758109976
166,2178.170063712926
167,2622.539176593924
168,2064.0865380729606
169,441.0742251045499
170,2859.0062122679387
171,2459.561536924142
172,401.0590758109976
173,-6.928007926660199
174,2130.9376951889494
175,2967.031415662976
176,2920.937267792929
177,3999.4033903291393
178,1268.064702358773
179,5365.301392716625
180,1583.1166818988315
181,2755.887210640781
182,3515.8716138426835
183,914.9426516826179
184,406.44141128754103
185,1704.6536687990538
186,3009.281568850218
187,3209.0532210910933
188,3200.38077940434
189,2509.8067021284864
190,1519.2475264390205
191,2967.031415662976
192,2067.0685397291395
193,553.8667017012966
194,831.5109319296574
195,3708.6447719953726
196,548.4843662247531
197,2917.4930322512055
198,2504.6576535100903
199,68.3883733774685
200,2701.7564824665287
201,2037.2285992149173
202,2922.8753677277487
203,2395.692381464332
204,1671.5050811192064
205,1672.843020206195
206,3476.6435878533757
207,1366.522475745521
208,2882.8955883851754
209,1681.0323536718156
210,2701.7564824665287
211,-6.928007926660199
212,2967.031415662976
213,1411.1439874033433
214,3175.60721332403
215,2101.0977546747276
216,406.44141128754103
217,5519.486879207787
218,2071.286751335714
219,3539.7054566991874
220,390.5980410647511
221,2070.766914254705
222,2462.548178610942
223,2678.3778345254973
224,1681.0323536718156
225,1352.0084338337062
226,2952.3829710336254
227,2395.692381464332
228,692.0096819863209
229,1513.0216421721657
230,3485.316029540129
231,407.7119818729832
232,1419.333320868964
233,1458.0690905548156
234,982.6056525928741
235,1705.673483142318
236,1949.650725415635
237,1664.1969778470182
238,591.2368609985482
239,2518.2280006051315
240,-6.928007926660199
241,3256.2194373359134
242,404.01326872592
243,1599.952057723629
244,407.3837842571918
245,1736.712175666006
246,722.474821229708
247,687.1726599386137
248,173.50670883172577
249,3931.7982143037157
250,3152.5952464160623
251,304.02806040435667
252,257.02879540949215
253,1590.7429099147441
254,3239.608805393648
255,1418.3135065256997
256,3515.8716138426835
257,3396.805956053004
258,966.7900911113408
259,678.2146553398377
260,2661.7672025832317
261,2078.7051045102176
262,2170.3735152512045
263,3769.2337657298076
264,2877.113570162931
265,2462.548178610942
266,2461.5462210151964
267,2700.106366822617
268,1705.673483142318
269,3397.825770396268
270,3256.2194373359134
271,1681.0323536718156
272,3380.6029941002694
273,2095.2725369356203
274,726.4006859279223
275,1156.6604926333303
276,2608.96750765176
277,970.053797993974
278,1675.6500181952722
279,1838.7676718598357
280,2375.168479860603
281,2622.6715627455987
282,2135.155906795524
283,2089.7474818867267
284,5519.486879207787
285,3459.808212028578
286,407.43341688954854
287,1380.1052948796553
288,927.3032350118154
289,819.8665010482196
290,679.2344696831018
291,1697.735292886806
292,1535.0630879205537
293,2187.3017701481976
294,3391.6453714767786
295,2852.564747965153
296,2054.0639750397154
297,2394.672567121068
298,403.8460164620389
299,431.4196658066963
300,568.0924574807726
301,2644.931826758434
302,3147.212910939519
303,1599.952057723629
304,1410.124173060079
305,2454.1792014475986
306,3775.5584741760017
307,1451.7443821086215
308,2589.5762770479932
309,3773.596286863087
310,1318.4138865310497
311,3192.4425891488277
312,1822.9521103783025
313,1952.632727071814
314,1598.9322433803648
315,1087.4344584794417
316,3239.608805393648
317,2670.834655228837
318,3192.3502818761035
319,1705.425222552734
320,1480.748032712403
321,1610.9092611156138
322,2614.6009863384115
323,2945.412413390408
324,2939.4859996700143
325,2928.281790582387
326,249.5474389739456
327,1885.781569955824
328,831.5109319296574
329,482.0865177820794
330,295.83872693873604
331,3234.2264699171046
332,3971.789714435798
333,64.96822521383989
334,1599.952057723629
335,1728.0661333068292
336,957.6340754318385
337,1530.7005667872745
338,3187.7702170770167
339,2922.8753677277487
340,2633.6873460548113
341,726.4006859279223
342,2445.5539668487604
343,3169.205878358328
344,1559.704217391056
345,2597.8966916144154
346,2117.9331304995253
347,5240.7336743821015
348,2054.0639750397154
349,1474.8134305261212
350,2853.6238767913956
351,767.5093398600395
352,401.0590758109976
353,726.4006859279223
354,3164.8161738973495
355,2630.0999456273016
356,3169.205878358328
357,881.3353226876658
358,2597.5144673035056
359,2462.6404858836663
360,525.3399627069775
361,2112.550795022982
362,1364.560288432606
363,767.6417764698465
364,448.2550416314937
365,1794.9175821218648
366,1495.2050055092402
367,1632.8523848138925
368,2412.3953206793217
369,2394.672567121068
370,3239.608805393648
371,389.82956467131555
372,316.71310225823663
373,3397.825770396268
374,3749.2989987715896
375,1440.2913417603675
376,3971.789714435798
377,553.8667017012966
378,2112.140132051237
379,3135.7598705912646
380,1482.710220025318
381,2644.931826758434
382,1321.1183116995944
383,-12.310343403203623
384,1681.0323536718156
385,227.39475548587822
386,342.3672246437424
387,2445.9375466686765
388,1911.4425137695905
389,1350.0818299326095
390,2676.2169907053803
391,3451.8700217730657
392,1886.801384299088
393,295.83872693873604
394,1942.4812062932785
395,2065.1063524162246
396,1320.9697413100182
397,1680.0125393285514
398,2701.7564824665287
399,1466.755864835198
400,1927.8910448549723
401,814.67555610486
402,2472.4685109033358
403,322.1028911323445
404,2395.692381464332
405,2916.3415961522387
406,792.2829059403489
407,2875.6168442102044
408,1355.4641654091529
409,407.43341688954854
410,2883.647341738441
411,2461.5462210151964
412,851.073496222807
413,2650.297977997077
414,1722.1220142276998
415,406.44141128754103
416,3216.9914113466057
417,726.4006859279223
418,570.4773336435622
419,4285.361583032394
420,1519.2475264390205
421,1268.064702358773
422,983.6254669361382
423,1854.2007573777803
424,2053.9315384299075
425,3206.4761645345716
426,3510.4892783661403
427,1116.4126523007574
428,3452.0024583828736
429,944.3916841101272
430,1147.3927374716425
431,2392.104981036822
432,304.02806040435667
433,1696.7154785435418
434,2467.5087564345185
435,5263.878077899877
436,191.26299958957713
437,1366.7847691476
438,3192.3502818761035
439,2169.3537009079405
440,1767.3124014372647
441,2630.960475070569
442,687.1726599386137
443,1466.755864835198
444,2372.5791809102943
445,1680.8999170620086
446,2509.8067021284864
447,3289.172064102338
448,4562.260506379425
449,1836.2000857755902
450,379.80700163807023
451,408.4035986004559
452,2647.6902517110616
453,1950.6705397588992
454,2628.9917387133573
455,1515.6135375684325
456,1705.433062338503
457,1364.560288432606
458,3193.84700782883
459,1480.748032712403
460,2080.7894772879504
461,1744.9015091316267
462,934.2216109240633
463,1812.1610709516215
464,3990.757347969962
465,304.02806040435667
466,1410.124173060079
467,709.5653101031248
468,3468.7053975978633
469,1591.7627242580083
470,3493.2542197956413
471,1458.5665313695774
472,2412.3953206793217
473,-12.310343403203623
474,-12.310343403203623
475,767.6417764698465
476,2859.0062122679387
477,2900.2579736807065
478,182.20575983332856
479,580.2210776893354
480,3175.739649933838
481,1171.4346098360236
482,2367.9989607382463
483,3325.2662339210947
484,3234.2264699171046
485,1743.8816947883624
486,3200.38077940434
487,2594.310646695912
488,3452.0024583828736
489,1143.1718779024966
490,2153.538139426407
491,3435.167082558076
492,2581.062671298624
493,1318.4138865310497
494,399.52264840736257
495,2926.3196032694723
496,1858.8079721485542
497,3774.616101206351
498,2700.8581201758825
499,2087.989690550704
500,2054.0639750397154
501,497.8321446330491
502,1301.5785107062522
503,3158.90427410904
504,709.5653101031248
505,2950.4207837207105
506,406.44141128754103
507,1681.0323536718156
508,2701.7564824665287
509,3192.3502818761035
510,2955.7255208769775
511,3499.036238017886
512,173.50670883172577
513,1743.8816947883624
514,2594.9127613424457
515,2375.2696052120245
516,326.4654122656238
517,3256.2194373359134
518,2366.2901914532845
519,548.4843662247531
520,1675.6500181952722
521,552.3454732899651
522,662.5315304681113
523,1894.607137944793
524,5236.251662648399
525,5365.301392716625
526,2506.2193017009768
527,1701.070541205224
528,411.4856225401567
529,2720.4873094246454
530,1142.1520635592324
531,2775.6618494888285
532,1505.8521230498093
533,1739.5191736550833
534,537.0313258764992
535,2906.039991902951
536,1664.1969778470182
537,3160.401000061767
538,2117.9331304995253
539,3239.608805393648
540,2420.333510934834
541,407.7119818729832
542,1380.1052948796553
543,164.77288460348214
544,3710.070972782282
545,5519.486879207787
546,2204.2049914017903
547,455.7226697339007
548,3446.6201229063304
549,3726.6816047245475
550,1007.3697783468996
551,1508.3240504025325
552,405.6828561723577
553,3363.7676182754717
554,2170.3735152512045
555,1242.8502287485474
556,3186.7504027337527
557,390.84937901457965
558,2466.991275711669
559,2970.05354286091
560,2395.692381464332
561,935.2414252673274
562,2950.4207837207105
563,2869.1753799074186
564,2942.3674485798547
565,3192.4425891488277
566,3773.596286863087
567,2056.917018950604
568,1601.8136922902045
569,2894.281970738109
570,1292.5017995071744
571,2462.6404858836663
572,1321.8064134272004
573,1451.8826763233155
574,2597.8966916144154
575,249.5474389739456
576,401.0590758109976
577,768.5841494394971
578,553.8667017012966
579,2112.550795022982
580,2661.7672025832317
581,407.43341688954854
582,3692.829210513839
583,2543.2353621163675
584,1411.1439874033433
585,2945.412413390408
586,3366.6897340814644
587,662.5315304681113
588,2945.412413390408
589,2459.561536924142
590,3674.5063672752913
591,1301.7109473160592
592,2395.692381464332
593,2918.1302698038517
594,2597.8980471234217
595,679.2344696831018
596,1949.650725415635
597,1903.5043235140786
598,2701.7564824665287
599,2162.184181785584
600,2926.3196032694723
601,2701.7564824665287
602,2170.3735152512045
603,1705.673483142318
604,2109.7437970339047
605,5280.488709842142
606,1903.5043235140786
607,1419.333320868964
608,667.4892194479104
609,405.6828561723577
610,397.49352270673705
611,1664.1969778470182
612,2950.4207837207105
613,2933.585407895913
614,2073.6199581655937
615,407.43341688954854
616,1379.085480536391
617,792.2829059403489
618,1268.064702358773
619,406.44141128754103
620,287.1926845795592
621,244.94022420317182
622,1794.9388166887431
623,2407.0129852027785
624,2622.539176593924
625,2070.766914254705
626,453.4772656045639
627,2842.170836443141
628,1371.9159614140347
629,974.4694512566359
630,2114.512982335897
631,1680.0125393285514
632,1411.1439874033433
633,991.4312205818431
634,1072.5612699675592
635,232.77709096242165
636,2065.384578778162
637,585.8545255220047
638,1355.4641654091529
639,2963.832341159401
640,724.7729476342494
